user_id,business_id,name,neighborhood,stars
hdEm5r8fXhJUFwEbsCd15g,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
chJ7qlfiI8swU-FiWHfL3w,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
W92S95QwdQERvx7lvxmeKg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
qJB0P2nGK5186H2kePrq-Q,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
nRicr5sDYwpDUM9s2bjS4w,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,3
9jZAXnAaulEC40wtEZK6Fw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
x-uGEVdbdln28BurgdpfhQ,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,1
rnU1EFMSnVJGrQxrnjaODg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
Tlj9K5c0jh58u6oRZZUuXA,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,4
np_PA4ejejVhk4klYvnMDA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
R9OXKfutXkoll2ynG73GOg,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,5
FniWTVlU1eE9dPEtlZJD9g,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
fTWtXca0hmdjLQFvkrNDPw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
ytrwYqpYTQUiaIbIkntepA,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,5
Ol_ENRJCgwjgTucmBy9Vfw,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,4
Ol_ENRJCgwjgTucmBy9Vfw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
yZFAlk6UdPqzt-k2laVVaQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
iqAq0w-wFskTwbyVOkSntg,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
qX9rK32qy5hiYo9EPPJftw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
H471NIXlrXZ4BLORQxmmkg,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,5
GB3yqJxiusaISq34lgZulg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
VrmL3kRTos3KWGZovV4hRg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
1T-rePv-lLJDO5gVGFyfFQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
1T-rePv-lLJDO5gVGFyfFQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
c_fcs7-X6PpQbhywoDXaWA,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,5
LnwvFkZDlGKtDbUvvBR3UQ,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,3
umZPUpLSJuCTXLckxA4nmg,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,3
8PohxezOZCtEUAPi_lCInQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
XlpEhStw0UXXEXaDk3Zgpg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
zgDADFTL6rSi6ELUMJPuxw,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
SLUUrZjHdL5G-EAp6BoYWA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
Jg7jCdtWRnDb_fHDibSlFA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
R6C5iRTV8HY_p07qKiuOWA,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
9ks-80ZxeCZWNObzEbW4-Q,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
K6FpHYwcJYznoXXu8ySZHw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
a9JeahzYDt8bM4Ey69zPAw,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,4
Yvj5Hws7hkHriZZuxsjQcg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
WlWgl1aWl-8wGZYUncV-2A,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,5
QV-gEM6BItetjR2yllZomw,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,3
OS_sHMLVIcF5JlZQzfYCKA,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,5
673-xv8s3w0ddO2-WlKpeA,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,2
vzFgKBZU6hALKUQ6CJ2j7w,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,1
khyig4aF00tZsTYw4F4GLg,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
khyig4aF00tZsTYw4F4GLg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
ANOptiQZ7VQZ7kqdjEaoqA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,1
DrZRM0WEcwJZjyO8mymeKA,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,3
UvY0E6Wuhv_0Bita52RPOw,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,3
UvY0E6Wuhv_0Bita52RPOw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
_8g1fuUaePfZ8CcrAceuqg,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
Rpckl94hRBZVyDfizNrkuA,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
rr2IjLGLy7WOWKiO7o_KxQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,3
wJHy7ZJG_EvLFQDRms5rXQ,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
8bMZr8a1NfgSW8Ed-58GRA,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,2
3lBeFANLx46aMzHN7xXUKQ,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,1
qk1sUn7xukLRBq6w1TAAFg,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
Cehh5TRakdL92SU90pcxpw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
OcfhdkV7PQA3We2rMXjQgw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
0mPNO00WMxPGksLnVjSxoQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
Kz0w0wXwP3RYpn2q2KyLyg,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
LPv-skm7xGtglkgq4KHsbw,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,4
A3gEkJ0lvC1-37KPMNTehg,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,3
NljEXgfmhSfl4nqYgOwk2A,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,5
8OGKhjz8yQLGazu2R-E4bA,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
TPusr6U2B4zPhIgbCJrrxw,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
jvfMRfmVLbh7tpjYEMbXNg,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
Blj7M6x30SdBtyH4oQy2dA,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
U223DVfsYE4mPr175aQtuQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
vj-71bWcddq5l-FEkThVbw,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,4
6InyxxWLYI0J9y4342o12Q,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
6InyxxWLYI0J9y4342o12Q,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
1rlB-SWvDU5TnDnym2qeDw,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,4
1rlB-SWvDU5TnDnym2qeDw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
1rlB-SWvDU5TnDnym2qeDw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
v9-z83PZKn8tnL5bzSRBfg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
s2o_JsABvrZVm_T03qrBUw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
mwAGcfk2YfpWnL2uCQfCEw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
scf9Y304Ap-35WtD8pXFKg,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
bA6sFAZTIc5ddwpnB_WJUw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
npsERTMbyKLotgpbf2Z6WQ,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,3
dlUdyRnYahNutQXThNdBBA,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,1
1sjEMU8RsuMvRSvC2FkU-g,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
DDVmnhPG2rnP3WqX9UFG2g,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,2
Gaq9rRJsoBz9o5ekkiBMzQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
ToMI6fEmwe1t5DVnFNvD-w,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
GIXX7Z-Of1ykCFxJqJW9wQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
51UaY_JKrEOzA1CeEbuDNg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
sELpZpITOy9abQB3YY2Ugg,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,1
IVcwCTE7dLqybxxyWzjv1Q,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,5
xHhJ7w9DQ7TY_0fU0HgKng,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,3
5xgukyckWd1BqX7anejShA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
5h8nyN4CS2WaenSse2BWaA,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,3
kAa5hQRdPglx9IZKaWRAuA,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
kAa5hQRdPglx9IZKaWRAuA,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,3
tQyZ71zqHmMoQBhHGh8-Ug,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
z5JZMH_CBu2XFDi1La0ERg,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,1
a1Rc4YHqLGTINGJK_u3X_w,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,2
nNYp73lBH-cNLRZfK3iG_g,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
Z18Bze20mEVqRXAfe8DjZg,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
eGZ1n7LWe6PJ2OILZzJdgw,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,3
0G9BcXSQscv_GnhlNwFfjw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
0teREpDgIlU4JjpIIjkzMA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
fnl_8VB0SWykurnB_nk7DA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
Gy1rZbmsLq-Tqkvyk69RUQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
zyJWc8oW8JpPg2xXMQsnAA,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
jx1BSmGVycPVwUjWXgg_XA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
AJxfFzUNH4mlP5duXi-ZCw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
gqVEZhVMhn0Y0o2pSNpGAg,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,4
RPgxx0yCxGXvWx8KKpc1DQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
7APuXUNXLS3UtB2uu8MI9w,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,2
730NIlTXOzcRYQUzVgmmqA,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,1
YTgUJk1FT_wbITP5cmmMsw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,3
tjeIncbFN31zRucITS4rfA,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,2
FLnezz8xtPAP1c4-RHfREw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
4kfTglFC5RBcZsXOX6d5vw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
QKhJkTpDuwnR6TozGT1eqg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
SgpfcoSUpFWBLlYOUy6nHA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
OP7Dhj5lM0gaDC4AipAiDg,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
9RcUw63xGgV1pkirCD47zw,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,1
bTkH9pJcsKM4CfQ1tciD1g,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,3
bTkH9pJcsKM4CfQ1tciD1g,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
c-bWfrKQOaLIBo7YCQyM4g,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
wGCIzYUugIYOds35_Qzagw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,3
kd7OUKO-_3O_D34-zo8uoA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
EKVb4iSefHyonB70IO1eXQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
8D2R7acumiJgJXJ5NMF4GA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,2
XNKCpMXvWlC_RF6u6DQ8_Q,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,2
2-XLTj0Cfd81_XlmHo02Aw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,1
N3oNEwh0qgPqPP3Em6wJXw,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
oDakbfUOUOwM9Gc07qd0FA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,2
DsHmT0Lx6zpx8H4xnDM27Q,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
UvY0E6Wuhv_0Bita52RPOw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
-5OT7RlQP6VCgbCCLnvZDg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
7ieNUFQeqUJLPRJ5xXdA3w,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,3
8T_sbIjItVWJ43DcSbmXRw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,1
iGVdakpiu7GccWmk9hkDPA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,1
RQvoF6UbHVGoWR-6EPA8jw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
RQvoF6UbHVGoWR-6EPA8jw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,2
x1qxpGOgNnWvceFQSP5SvA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,1
uaURMprG-udxpAoZefixEg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
YxXC8af-FI3WHSVuwuX17g,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,1
JbVsJAfRd1-nXm5A3kQv3g,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,2
j_xdpXxPdSVhlwTJ7roKag,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
NlZvnZhS3USKo4co7GLH8Q,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
YOolEFiFnr7jXYUUJoA-Ow,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,5
hFlbM4fFLjL63dObsBbV1Q,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
QEi56aubSERvXMZdKdlmPQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
FUSIbv4EwPQdQr4W3EezzA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
loHW3nLm8Ex5BbCu7QOVaA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
CVpfIuNfldE0BIUJ7eZF1g,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,5
g6pTya4kB4g31AsLDsdhSA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,1
0HdTa-MiPaoeEfM8RK63kA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
xyQnrbFDoV1JzJzHxoiG2Q,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
t1RbiqrHWBFamS5ZIUfT6w,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
yvqCXtmcMh4Txv5SZI5BSA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
qsMpT4rxOWoCI1dSbtS9WA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
y3OmMymE57BiHa03yjaxCQ,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
_C9owUom6EaGCPJMmGWUog,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
xaiNxJsL5bjjFeeNP_btgA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
MJ0Wphhko2-LbJ0uZ5XyQA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
3w-Mto6hHy5XxXO163bHTg,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,3
3w-Mto6hHy5XxXO163bHTg,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
8Rvo_Sr_x9n_bMS7ee4r_Q,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
uih53bykBGPNn3Lv09ofkA,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,4
yfoGaLpHHXy4Mt4txWcQTg,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
AL_UmDL0QF_mFmoFt5vWxg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
iK4gc8oguHISfKzLrlXO1g,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
0KjqHIouprEuBr_8A9BJ_Q,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
ENUe5BByRCTXAoUhguL9qg,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
xADAW32u15sgA18Hfy9PsQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
EndbpS-MrxeCIdP4mMo14Q,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
f0vjl72bmXNUw3dC8Lcyaw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
-JAMkc2sq1C11Ul0hSJmHg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
7sOGl1UxfLQv0y5Oj28XCw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
56Cba4g0gX9ErGciSAa8Rw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
UJVfRfeKHo6x8r5UWOqLTw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
FRLugA_YEno_qKP7Z7p0CQ,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,3
hilL60vuuh06sMxs6Ckkog,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,2
8DEyKVyplnOcSKx39vatbg,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
Se3XL5Opy0e2cHbxxjs2ZQ,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,3
KFc8CkhFH2Mx4KgTcyTx8Q,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,2
y7m3MbgqY7oWvUebOeWSVg,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
iPKiPAvebPG8pC7ipNCFFg,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
56fP-02ya5JdCcL--IpifA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
H1fcbC-WKsbiEo8BBVkHwA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,3
Is-VLEzLJM5yRLln_uIx7A,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,1
viwKpVVaOhWur77Sh4L4cw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
2RLnT-ibHe6P6z6Q2sSIIQ,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,2
s2o_JsABvrZVm_T03qrBUw,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
KZvcXtsdMbaQQ2DNGFwCjw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
F4bgNA3DctjQK8vVrvPNlQ,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
yOD4t9gHzidTGec296pthQ,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,4
9ks-80ZxeCZWNObzEbW4-Q,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
u7dxmiH0hJvfkAwDMT5MgQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
u7dxmiH0hJvfkAwDMT5MgQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
O1eFTbVTzpuMCOVKXLTyvw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
VzlX5LJ7__pl6AaBWBiw9w,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
VzlX5LJ7__pl6AaBWBiw9w,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
vnydJW_gxfl94KFzuOLSNQ,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,3
18oxjOTgXtUK0O068vOQDA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,2
Aek3ZJ5CxvJEQvOltYW1Iw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
6QFyYvYgN1XcVfxMMMWxGw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
kjwxztpu-WLfRINVN8VLxQ,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,1
ubiDyFxcUTYm9_3NuNuP5g,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
ecc8giAKqxyy72M-IwI82w,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
PgrCdD3iPgYzXxO8QsMnew,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,2
W5LiooLyMtJPEhCafhwVDA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
tP9eRbDZMzfCb03V4h8d2g,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
tRlmPeqSkFkl4pv4uwyuHA,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,2
r2R9t9_0Je8wP-wh4-xM3w,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
OzSk7IpUPyz5flZFyRQqCQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
tIahvmUHosyVlCJre6QBWA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,1
-7uQzohmG3ayimeNWaH6jg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
uH1pPCJuaVBQlBxHZ2xiyw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
0f_0XfO2qcgNwSJAHwfR9g,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
rSUD64fcfKhbDv9_J2-DxQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
3YoUW3XV6bXlL-o-lCdlKQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
czJjUvuzfil0agvji1C6qA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
8eJyEKD2eqWRISu76p7cjA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,1
RbMta8rXN3nBaKbloDWeng,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,3
9kVoC6zbIScuXWsw4OIsTg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
VSrYiB1pnWAIBogGxe2w1A,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
rBr-dKg-gZm3hTBXgZ76uQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
DgrkaxfNoMP1nGGrDcpkOw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
8Ox2EA8A7FVSzVEM3TRn7Q,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,2
LPkh_eURB6fOA1w7GSf1qA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
